ID_patologia,TIPO DE PATOLOGIA,Descripción
O13,"EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO",HIPERTENSION GESTACIONAL (INDUCIDA POR EL EMBARAZO) SIN PROTEINURIA SIGNIFICATIVA
O14,"EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO",HIPERTENSION GESTACIONAL (INDUCIDA POR EL EMBARAZO) CON PROTEINURIA SIGNIFICATIVA
O15,"EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO",ECLAMPSIA
O16,"EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO","HIPERTENSION MATERNA, NO ESPECIFICADA"
O20,OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,HEMORRAGIA PRECOZ DEL EMBARAZO
O21,OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,VOMITOS EXCESIVOS EN EL EMBARAZO
O22,OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,COMPLICACIONES VENOSAS EN EL EMBARAZO
O23,OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,INFECCION DE LAS VIAS GENITOURINARIAS EN EL EMBARAZO
O234,OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,INFECCION NO ESPECIFICADA DE LAS VIAS URINARIAS EN EL EMBARAZO
O235,OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,INFECCION GENITAL EN EL EMBARAZO
O24,OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,DIABETES MELLITUS EN EL EMBARAZO
O25,OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,DESNUTRICION EN EL EMBARAZO
O26,OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,ATENCION A LA MADRE POR OTRAS COMPLICACIONES RELACIONADAS CON EL EMBARAZO
O28,OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,HALLAZGOS ANORMALES EN EL EXAMEN PRENATAL DE LA MADRE
O29,OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO,COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO
O30,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,EMBARAZO MULTIPLE
O31,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,COMPLICACIONES ESPECIFICAS DEL EMBARAZO MULTIPLE
O32,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,"ATENCION MATERNA POR PRESENTACION ANORMAL DEL FETO, CONOCIDA O PRESUNTA"
O33,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,ATENCION MATERNA POR DESPROPORCION CONOCIDA O PRESUNTA
O35,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,"ATENCON MATERNA POR ANORMALIDAD O LESION FETAL, CONOCIDA O PRESUNTA"
O36,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,ATENCON MATERNA POR OTROS PROBLEMAS FETALES CONOCIDOS O PRESUNTOS
O40,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,POLIHIDRAMNIOS
O41,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,OTROS TRASTORNOS DEL LIQUIDO AMNIOTICO Y DE LAS MEMBRANAS
O42,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,RUPTURA PREMATURA DE LAS MEMBRANAS
O43,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,TRASTORNOS PLACENTARIOS
O44,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,PLACENTA PREVIA
O45,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,DESPRENDIMIENTO PREMATURO DE LA PLACENTA (ABRUPTIO PLACENTAE)
O46,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,"HEMORRAGIA ANTEPARTO, NO CLASIFICADA EN OTRA PARTE"
O47,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,FALSO TRABAJO DE PARTO
O48,ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO,EMBARAZO PROLONGADO
O60,COMPLICACIONES DEL TRABAJO DE PARTO,PARTO PREMATURO
O80,PARTO,PARTO UNICO ESPONTANEO
O84,PARTO,PARTO MULTIPLE
O85,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,SEPSIS PUERPERAL
O86,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,OTRAS INFECCIONES PUERPERALES
O87,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,COMPLICACIONES VENOSAS EN EL PUERPERIO
O88,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,EMBOLIA OBSTETRICA
O89,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL PUERPERIO
O90,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,"COMPLICACIONES DEL PUERPERIO, NO CLASIFICADAS EN OTRA PARTE"
O91,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,INFECCIONES DE LA MAMA ASOCIADAS CON EL PARTO
O920,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,RETRACCION DEL PEZON ASOCIADA CON EL PARTO
O921,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,FISURAS DEL PEZON ASOCIADAS CON EL PARTO
O922,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,OTROS TRASTORNOS DE LA MAMA Y LOS NO ESPECIFICADOS ASOCIADOS CON EL PARTO
O923,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,AGALACTIA
O924,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,HIPOGALACTIA
O925,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,SUPRESION DE LA LACTANCIA
O926,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,GALACTORREA
O927,COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO,OTROS TRASTORNOS Y LOS NO ESPECIFICADOS DE LA LACTANCIA
O95,OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE,MUERTE OBSTETRICA DE CAUSA NO ESPECIFICADA
O97,OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE,MUERTE POR SECUELAS DE CAUSAS OBSTETRICAS DIRECTAS
O99,OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE,"ENFERMEDADES MATERNAS QUE COMPLICAN EL EMBARAZO, EL PARTO Y EL PUERPERIO"
O990,OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE,"ANEMIA QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO"
P22,TRASTORNOS RESPIRATORIOS Y CARDIOVASCULARES ESPECIFICOS DEL PERIODO PERINATAL,DIFICULTAD RESPIRATORIA DEL RECIEN NACIDO
P23,TRASTORNOS RESPIRATORIOS Y CARDIOVASCULARES ESPECIFICOS DEL PERIODO PERINATAL,NEUMONIA CONGENITA
P24,TRASTORNOS RESPIRATORIOS Y CARDIOVASCULARES ESPECIFICOS DEL PERIODO PERINATAL,SINDROME DE ASPIRACION NEONATAL
P38,INFECCIONES ESPECIFICAS DEL PERIODO PERINATAL,ONFALITIS DEL RECIEN NACIDO CON O SIN HEMORRAGIA LEVE
P39,INFECCIONES ESPECIFICAS DEL PERIODO PERINATAL,OTRAS INFECCIONES ESPECIFICAS DEL PERIODO PERINATAL
P391,INFECCIONES ESPECIFICAS DEL PERIODO PERINATAL,CONJUNTIVITIS Y DACRIOCISTITIS NEONATALES
P50,TRASTORNOS HEMORRAGICOS Y HEMATOLOGICOS DEL FETO Y DEL RECIEN NACIDO,PERDIDA DE SANGRE FETAL
P51,TRASTORNOS HEMORRAGICOS Y HEMATOLOGICOS DEL FETO Y DEL RECIEN NACIDO,HEMORRAGIA UMBILICAL DEL RECIEN NACIDO
P54,TRASTORNOS HEMORRAGICOS Y HEMATOLOGICOS DEL FETO Y DEL RECIEN NACIDO,OTRAS HEMORRAGIAS NEONATALES
P59,TRASTORNOS HEMORRAGICOS Y HEMATOLOGICOS DEL FETO Y DEL RECIEN NACIDO,ICTERICIA NEONATAL
P75,TRASTORNOS DEL SISTEMA DIGESTIVO DEL FETO Y DEL RECIEN NACIDO,ILEO MECONIAL (E84.1 +)
P83,AFECCIONES ASOCIADAS CON LA REGULACION TEGUMENTARIA Y LA TEMPERATURA DEL FETO Y DEL RECIEN NACIDO,OTRA AFECCIONES DE LA PIEL ESPECIFICAS DEL FETO Y DEL RECIEN NACIDO
P92,OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL,PROBLEMAS DE LA INGESTION DE ALIMENTOS DEL RECIEN NACIDO
P93,OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL,REACCIONES E INTOXICACIONES DEBIDAS A DROGAS ADMINISTRADAS AL FETO Y AL R. NACIDO
P94,OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL,TRASTORNOS DEL TONO MUSCULAR EN EL RECIEN NACIDO
P95,OTROS TRASTORNOS ORIGINADOS EN EL PERIODO PERINATAL,MUERTE FETAL DE CAUSA NO ESPECIFICADA
Q03,MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO,HIDROCEFALO CONGENITO
Q35,FISURA DEL PALADAR Y LABIO LEPORINO,FISURA DEL PALADAR
Q36,FISURA DEL PALADAR Y LABIO LEPORINO,LABIO LEPORINO
Q37,FISURA DEL PALADAR Y LABIO LEPORINO,FISURA DEL PALADAR CON LABIO LEPORINO
Q53,MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES,TESTICULO NO DESCENDIDO
Q65,MALFORMACIONES Y DEFORMIDADES CONGENITAS DEL SISTEMA OSTEOMUSCULAR,DEFORMIDADES CONGENITAS DE LA CADERA
Q66,MALFORMACIONES Y DEFORMIDADES CONGENITAS DEL SISTEMA OSTEOMUSCULAR,DEFORMIDADES CONGENITAS DE LOS PIES
Q89,OTRAS MALFORMACIONES CONGENITAS,"OTRAS MALFORMACIONES CONGENITAS, NO CLASIFICADAS EN OTRA PARTE"
Q90,ANOMALIAS CROMOSOMICAS NO CLASIFICADAS EN OTRA PARTE,SINDROME DE DOWN
Q91,ANOMALIAS CROMOSOMICAS NO CLASIFICADAS EN OTRA PARTE,SINDROME DE EDWARDS Y SINDROME DE PATAU
Q96,ANOMALIAS CROMOSOMICAS NO CLASIFICADAS EN OTRA PARTE,SINDROME DE TURNER
Q99,ANOMALIAS CROMOSOMICAS NO CLASIFICADAS EN OTRA PARTE,"OTRAS ANOMALIAS CROMOSOMICAS, NO CLASIFICADAS EN OTRA PARTE"
R00,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,ANOMALIDADES DEL LATIDO CARDIACO
R01,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,SOPLOS Y OTROS SONIDOS CARDIACOS
R02,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,"GANGRENA, NO CLASIFICADA EN OTRA PARTE"
R03,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,"LECTURA DE PRESION SANGUINEA ANORMAL, SIN DIAGNOSTICO"
R04,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,HEMORRAGIAS DE LAS VIAS RESPIRATORIAS
R040,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,EPISTAXIS - SANGRADO NASAL
R05,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,TOS
R06,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,ANORMALIDADES DE LA RESPIRACION
R060,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,DISNEA
R061,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,ESTRIDOR
R062,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,SILBIDO
R063,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,RESPIRACION PERIODICA
R064,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,HIPERVENTILACION
R065,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,RESPIRACION CON LA BOCA
R066,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,HIPO
R067,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,ESTORNUDO
R068,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,ANORMALIDADEDS DE LA RESPIRACION
R070,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,DOLOR DE GARGANTA
R071,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,DOLOR EN EL PECHO AL RESPIRAR
R072,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,DOLOR PRECORDIAL
R073,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,OTROS DOLORES EN EL PECHO
R074,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,"DOLOR EN EL PECHO, NO ESPECIFICADO"
R09,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIOS Y REPIRATORIOS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO
R10,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,DOLOR ABDOMINAL Y PELVICO
R100,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,ABDOMEN AGUDO
R101,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,DOLOR ABDOMINAL LOCALIZADO EN PARTE SUPERIOR
R102,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,DOLOR PELVICO Y PERINEAL
R103,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,DOLOR LOCALIZADO EN OTRAS PARTES INFERIORES DEL ABDOMEN
R104,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS
R11,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,NAUSEA Y VOMITO
R12,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,ACIDEZ
R13,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,DISFAGIA
R14,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,FLATULENCIA Y AFECCIONES AFINES
R15,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,INCONTINENCIA FECAL
R16,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,"HEPATOMEGALIA Y ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE"
R17,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,ICTERICIA NO ESPECIFICADA
R18,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,ASCITIS
R190,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,"TUMEFACCION, MASA O PROMINENCIA INTRAABDOMINAL Y PELVICA"
R191,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,SONIDOS INTESTINALES ANORMALES
R192,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,PERISTALSIS VISIBLE
R193,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,RIGIDEZ ABDOMINAL
R194,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,CAMBIOS EN LOS HABITOS INTESTINALES
R195,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,OTRAS ANORMALIDADES FECALES
R196,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,HALITOSIS
R198,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R20,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA PIEL Y EL TEJIDO SUBCUTANEO,ALTERACIONES DE AL SENSIBILIDAD CUTANEA
R21,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA PIEL Y EL TEJIDO SUBCUTANEO,SALPULLIDO Y OTRAS ERUPCIONES CUTANEAS NO ESPECIFICADAS
R22,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA PIEL Y EL TEJIDO SUBCUTANEO,"TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADAS"
R23,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA PIEL Y EL TEJIDO SUBCUTANEO,OTROS CAMBIOS EN LA PIEL
R25,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,MOVIMIENTOS INVOLUNTARIOS ANORMALES
R26,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,ANORMALIDADES DE AL MARCHA Y DE AL MOVILIDAD
R27,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,OTRAS FALLAS DE COORDINACION
R290,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,TETANIA
R291,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,MENINGISMO
R292,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,REFLEJOS ANORMALES
R293,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,POSTURA ANORMAL
R294,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,CHASQUIDO DE LA CADERA
R295,SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR
R30,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO,DOLOR ASOCIADO CON LA MICCION
R31,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO,"HEMATURIA, NO ESPECIFICADA"
R32,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO,"INCONTINENCIA URINARIA, NO ESPECIFICADA"
R33,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO,RETENCION DE ORINA
R34,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO,ANURIA Y OLIGURIA
R35,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO,POLIURIA
R36,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO,DESCARGA URETRAL
R39,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO
R40,"SINTOMAS Y SIGNOS QUE INVOLUCRAN EL CONOCIMIENTO, LA PERCEPCION, EL ESTADO EMOCIONAL Y LA CONDUCTA","SOMNOLENCIA, ESTUPOR Y COMA"
R41,"SINTOMAS Y SIGNOS QUE INVOLUCRAN EL CONOCIMIENTO, LA PERCEPCION, EL ESTADO EMOCIONAL Y LA CONDUCTA",OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA
R42,"SINTOMAS Y SIGNOS QUE INVOLUCRAN EL CONOCIMIENTO, LA PERCEPCION, EL ESTADO EMOCIONAL Y LA CONDUCTA",MAREO Y DESVANECIMIENTO
R43,"SINTOMAS Y SIGNOS QUE INVOLUCRAN EL CONOCIMIENTO, LA PERCEPCION, EL ESTADO EMOCIONAL Y LA CONDUCTA",TRASTORNOS DEL OLFATO Y DEL GUSTO
R44,"SINTOMAS Y SIGNOS QUE INVOLUCRAN EL CONOCIMIENTO, LA PERCEPCION, EL ESTADO EMOCIONAL Y LA CONDUCTA",OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES
R45,"SINTOMAS Y SIGNOS QUE INVOLUCRAN EL CONOCIMIENTO, LA PERCEPCION, EL ESTADO EMOCIONAL Y LA CONDUCTA",SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R46,"SINTOMAS Y SIGNOS QUE INVOLUCRAN EL CONOCIMIENTO, LA PERCEPCION, EL ESTADO EMOCIONAL Y LA CONDUCTA",SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R47,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL HABLA Y LA VOZ,"ALTERACIONES DEL HABLA, NO CLASIFICADAS EN OTRA PARTE"
R48,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL HABLA Y LA VOZ,"DISLEXIA Y OTRAS DISFUNCIONES SIMBOLICAS, NO CLASIFICADAS EN OTRA PARTE"
R49,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL HABLA Y LA VOZ,ALTERACONES DE LA VOZ
R50,SINTOMAS Y SIGNOS GENERALES,FIEBRE DE ORIGEN DESCONOCIDO
R51,SINTOMAS Y SIGNOS GENERALES,CEFALEA
R52,SINTOMAS Y SIGNOS GENERALES,"DOLOR, NO CLASIFICADO EN OTRA PARTE"
R53,SINTOMAS Y SIGNOS GENERALES,MALESTAR Y FATIGA
R54,SINTOMAS Y SIGNOS GENERALES,SENILIDAD
R55,SINTOMAS Y SIGNOS GENERALES,SINCOPE Y COLAPSO
R56,SINTOMAS Y SIGNOS GENERALES,"CONVULSIONES, NO CLASIFICADAS EN OTRA PARTE"
R57,SINTOMAS Y SIGNOS GENERALES,"CHOQUE, NO CLASIFICADO EN OTRA PARTE"
R58,SINTOMAS Y SIGNOS GENERALES,"HEMORRAGIA, NO CLASIFICADA EN OTRA PARTE"
R59,SINTOMAS Y SIGNOS GENERALES,ADENOMEGALIA
R60,SINTOMAS Y SIGNOS GENERALES,"EDEMA, NO CLASIFICADO EN OTRA PARTE"
R61,SINTOMAS Y SIGNOS GENERALES,HIPERHIDROSIS
R62,SINTOMAS Y SIGNOS GENERALES,FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO
R630,SINTOMAS Y SIGNOS GENERALES,ANOREXIA
R631,SINTOMAS Y SIGNOS GENERALES,POLIDIPSIA
R632,SINTOMAS Y SIGNOS GENERALES,POLIFAGIA
R633,SINTOMAS Y SIGNOS GENERALES,DIFICULTADES Y MALA ADMINISTRACION DE LA ALIMENTACION
R634,SINTOMAS Y SIGNOS GENERALES,PERDIDA ANORMAL DE PESO
R635,SINTOMAS Y SIGNOS GENERALES,AUMENTO ANORMAL DE PESO
R638,SINTOMAS Y SIGNOS GENERALES,OTROS SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS
R69,SINTOMAS Y SIGNOS GENERALES,CAUSAS DE MORBILIDAD DESCONOCIDAS Y NO ESPECIFICADAS
R70,HALLAZGOS ANORMALES EN EL EXAMEN DE SANGRE,HALLAZGOS ANORMALES EN EL EXAMEN DE SANGRE
R80,HALLAZGOS ANORMALES EN EL EXAMEN DE ORINA SION DIAGNOSTICO,PROTEINURIA AISLADA
R81,HALLAZGOS ANORMALES EN EL EXAMEN DE ORINA SION DIAGNOSTICO,GLUCOSURIA
